path,user_prompt,chatGPT_eval
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-240/2972,"topic 1: film, production, script, scene, filming, cast, release, role, scenes, movie
topic 2: research, nuclear, physics, work, professor, science, scientific, director, war, project
topic 3: smith, massachusetts, boston, governor, adams, walker, new_york, colonial, maine, new_hampshire
topic 4: olympics, seconds, round, heat, athletes, event, summer, beijing, august, ranked
topic 5: film, disney, animated, animation, story, studio, toy, characters, beast, feature
topic 6: bach, movement, movements, music, major, bass, text, work, composed, second
topic 7: season, series, episodes, episode, television, cast, second, finale, viewers, seasons
topic 8: time, new, number, years, considered, end, long, despite, use, later
topic 9: church, god, christian, religious, christ, jesus, faith, catholic, members, churches
topic 10: match, event, triple, ring, raw, edge, michaels, wwe, title, championship
topic 11: wine, beer, salt, alcohol, drink, production, brewery, produced, region, regions
topic 12: rights, amendment, act, state, states, law, congress, federal, constitution, united_states
topic 13: maryland, game, season, team, football, record, bowl, games, teams, coach
topic 14: parker, stone, south_park, stan, kyle, said, boys, episode, kenny, comedy
topic 15: memorial, war, statue, monument, cemetery, sculpture, memorials, fountain, site, ceremony
topic 16: wind, weather, air, pressure, surface, cyclones, low, tropical, cyclone, water
topic 17: company, million, business, billion, bank, financial, companies, firm, investment, largest
topic 18: championship, match, team, wrestling, tag, defeated, title, episode, wwe, time
topic 19: war, military, world, united_states, american, navy, medal, training, honor, army
topic 20: fire, day, time, hours, killed, people, found, days, accident, crash",0
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-240/2972,"topic 1: west, song, album, hop, hip, music, track, rap, jay-z, production
topic 2: henry, king, england, pope, bishop, edward, richard, abbey, archbishop, death
topic 3: war, military, world, united_states, american, navy, medal, training, honor, army
topic 4: series, bbc, television, episode, broadcast, programme, episodes, filming, production, adam
topic 5: smith, massachusetts, boston, governor, adams, walker, new_york, colonial, maine, new_hampshire
topic 6: race, oxford, cambridge, boat, blues, crew, time, won, crews, lengths
topic 7: french, france, paris, austrian, napoleon, austria, swiss, italy, rhine, austrians
topic 8: city, population, area, largest, county, located, home, residents, average, school
topic 9: king, hungary, stephen, hungarian, andrew, prince, louis, charles, according, duke
topic 10: school, students, education, schools, university, college, student, year, campus, years
topic 11: championship, match, team, wrestling, tag, defeated, title, episode, wwe, time
topic 12: formula, function, space, number, matrix, set, linear, called, example, triangle
topic 13: scotland, scottish, century, edinburgh, scots, glasgow, style, houses, early, built
topic 14: star, trek, episode, enterprise, series, season, crew, generation, ship, voyager
topic 15: said, stated, media, public, decision, people, reported, saying, controversy, group
topic 16: years, later, life, time, year, born, family, early, career, school
topic 17: storm, hurricane, damage, winds, people, rainfall, flooding, million, florida, state
topic 18: company, product, sold, products, sales, market, brand, new, advertising, store
topic 19: polish, russian, poland, russia, swedish, sweden, danish, denmark, commonwealth, lithuanian
topic 20: mars, thomas, keith, logan, emma, duncan, bell, mac, writing, mystery",0
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-240/2972,"topic 1: ship, italian, guns, fleet, war, ships, tons, main, italy, battery
topic 2: match, event, triple, ring, raw, edge, michaels, wwe, title, championship
topic 3: highway, north, state, michigan, road, street, east, runs, south, freeway
topic 4: soviet, party, soviet_union, communist, leadership, congress, secretary, chairman, economic, state
topic 5: company, million, business, billion, bank, financial, companies, firm, investment, largest
topic 6: government, services, system, program, management, members, public, national, local, organization
topic 7: published, work, works, novel, literary, writing, wrote, literature, writer, stories
topic 8: games, olympic, olympics, athletes, events, sports, winter, sport, summer, event
topic 9: film, disney, animated, animation, story, studio, toy, characters, beast, feature
topic 10: emperor, chinese, han, dynasty, china, court, bce, song, capital, imperial
topic 11: india, indian, pakistan, delhi, bombay, madras, british, hindi, sri_lanka, hindu
topic 12: band, album, group, guitar, track, recording, recorded, live, songs, released
topic 13: plants, plant, tree, leaves, trees, flowers, garden, flower, seeds, gardens
topic 14: battalion, war, following, units, japanese, training, australian, time, battalions, service
topic 15: japanese, chinese, china, japan, dutch, korean, indonesian, indonesia, asian, singapore
topic 16: fire, day, time, hours, killed, people, found, days, accident, crash
topic 17: virginia, lincoln, lee, union, confederate, georgia, slaves, war, civil, slavery
topic 18: maryland, game, season, team, football, record, bowl, games, teams, coach
topic 19: prison, drug, thompson, prisoners, escape, crime, criminal, trafficking, inmates, marijuana
topic 20: story, time, plot, character, series, world, find, man, takes, help",0
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-240/2972,"topic 1: chess, game, fischer, player, cards, match, players, play, games, tournament
topic 2: sam, angel, dean, monster, connor, john, demon, vampire, devil, hell
topic 3: century, road, built, site, house, london, street, centre, area, local
topic 4: food, chicken, cheese, cooking, meat, bacon, dishes, served, cream, cuisine
topic 5: released, series, manga, anime, story, japanese, japan, characters, volume, volumes
topic 6: liquid, crystal, metals, metal, group, phase, form, water, elements, phases
topic 7: persian, greek, alexander, greece, athens, fleet, philip, greeks, battle, allies
topic 8: boat, submarine, british, boats, german, sank, patrol, war, sunk, submarines
topic 9: british, london, england, britain, wales, english, war, ireland, united_kingdom, sir
topic 10: war, military, world, united_states, american, navy, medal, training, honor, army
topic 11: battalion, war, following, units, japanese, training, australian, time, battalions, service
topic 12: book, published, books, wrote, isbn, history, writing, author, written, work
topic 13: research, nuclear, physics, work, professor, science, scientific, director, war, project
topic 14: fire, day, time, hours, killed, people, found, days, accident, crash
topic 15: moore, grace, homicide, claire, monk, howard, nbc, said, mitchell, life
topic 16: bond, anderson, lucas, james_bond, film, series, agent, sequence, kill, films
topic 17: mars, thomas, keith, logan, emma, duncan, bell, mac, writing, mystery
topic 18: film, million, released, highest, weekend, opening, release, grossing, box, second
topic 19: court, law, trial, case, justice, judge, cases, legal, jury, courts
topic 20: president, served, member, elected, appointed, later, office, law, years, state",1
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-240/2972,"topic 1: story, comic, stories, comics, series, published, magazine, fiction, book, issue
topic 2: human, world, god, nature, theory, philosophy, moral, life, view, argument
topic 3: johnson, lap, race, second, lead, laps, position, later, edwards, pit
topic 4: language, english, word, words, languages, use, speech, children, speakers, spoken
topic 5: motorway, croatia, croatian, toll, route, section, traffic, kilometres, areas, rest
topic 6: general, war, command, commander, officer, military, chief, lieutenant, promoted, service
topic 7: german, hitler, war, germany, jewish, jews, nazi, berlin, holocaust, world
topic 8: world, record, gold, time, meter, won, championships, medal, olympic, freestyle
topic 9: station, line, trains, services, stations, platform, service, platforms, railway, london
topic 10: team, national, world, medal, women, won, played, summer, silver, championships
topic 11: line, trains, norway, norwegian, oslo, speed, nok, service, rail, train
topic 12: song, songs, music, recorded, blues, recording, jazz, album, morrison, country
topic 13: newspaper, editor, published, magazine, paper, news, press, newspapers, articles, publication
topic 14: animals, animal, meat, whale, sheep, zoo, cattle, farm, wild, beef
topic 15: time, new, number, years, considered, end, long, despite, use, later
topic 16: ship, ships, crew, captain, port, vessel, boat, aboard, arrived, sea
topic 17: tropical, storm, hurricane, depression, system, september, august, low, convection, cyclone
topic 18: character, characters, role, relationship, series, episode, felt, love, producers, later
topic 19: highway, north, state, michigan, road, street, east, runs, south, freeway
topic 20: species, study, evolution, natural, organisms, studies, human, research, population, genetic",1
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-260/2972,"topic 1: oil, production, industry, trade, workers, pipeline, mining, coal, factory, began
topic 2: bay, lighthouse, whale, port, light, point, galveston, shore, peninsula, gulf
topic 3: family, father, son, death, brother, died, daughter, children, years, wife
topic 4: contest, final, song, winner, competition, announced, countries, held, country, semi
topic 5: police, murder, trial, death, case, crime, found, evidence, prison, arrested
topic 6: race, oxford, cambridge, boat, blues, crew, time, won, crews, lengths
topic 7: road, route, north, highway, east, state, intersection, delaware, areas, heads
topic 8: race, won, roberts, year, horse, races, track, racing, win, old
topic 9: video, online, website, media, twitter, internet, site, youtube, announced, million
topic 10: mulder, episode, scully, series, season, carter, alien, episodes, man, x-files
topic 11: building, built, tower, hall, walls, wall, construction, main, buildings, architecture
topic 12: interchange, freeway, lane, highway, road, street, avenue, north, lanes, south
topic 13: paul, susan, storyline, character, said, neighbours, relationship, later, mark, soap
topic 14: dragon, world, game, magic, character, role, characters, monsters, player, playing
topic 15: episode, glee, rachel, number, viewers, kurt, song, finn, called, watched
topic 16: film, role, actor, played, starred, appeared, performance, comedy, award, acting
topic 17: bridge, construction, tunnel, project, traffic, road, million, opened, bridges, built
topic 18: court, federal, amendment, state, united_states, supreme_court, case, act, law, tax
topic 19: birds, species, bird, breeding, nest, black, eggs, brown, range, white
topic 20: lap, race, second, lead, laps, position, later, edwards, pit, points",1
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-260/2972,"topic 1: aircraft, engine, wing, production, design, speed, flight, engines, fuel, prototype
topic 2: episode, michael, office, jim, dwight, pam, series, andy, season, received
topic 3: nuclear, research, physics, professor, work, science, war, scientific, director, atomic
topic 4: episode, jack, liz, tracy, series, nbc, rock, fey, jenna, season
topic 5: episode, star, trek, enterprise, series, season, crew, generation, ship, voyager
topic 6: oil, production, industry, trade, workers, pipeline, mining, coal, factory, began
topic 7: land, county, town, local, farm, village, area, property, acres, government
topic 8: roman, rome, constantine, pope, emperor, philip, italian, cardinal, coins, italy
topic 9: highway, state, north, michigan, road, east, runs, street, south, near
topic 10: radio, computer, digital, machine, use, system, technology, software, station, stations
topic 11: museum, library, collection, art, exhibition, collections, public, million, history, gallery
topic 12: video, online, website, media, twitter, internet, site, youtube, announced, million
topic 13: australia, test, innings, miller, match, runs, england, second, took, tour
topic 14: family, father, son, death, brother, died, daughter, children, years, wife
topic 15: blues, recorded, music, recording, morrison, jazz, songs, song, country, album
topic 16: music, opera, company, gilbert, hall, orchestra, sullivan, theatre, musical, act
topic 17: division, brigade, regiment, german, artillery, infantry, attack, men, day, troops
topic 18: government, police, people, political, said, rights, attacks, protests, security, group
topic 19: squadron, wing, raaf, training, air, flying, squadrons, aircraft, unit, war
topic 20: court, federal, amendment, state, united_states, supreme_court, case, act, law, tax",1
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-260/2972,"topic 1: castle, century, built, castles, tower, bailey, england, stone, south, walls
topic 2: dance, dancing, kelly, dancers, ballet, music, entertainment, dancer, style, floor
topic 3: ship, destroyer, convoy, war, german, ships, april, escort, escorted, transferred
topic 4: french, ships, british, fleet, captain, ship, squadron, admiral, battle, gun
topic 5: ships, guns, class, tons, long, design, gun, armor, turrets, thick
topic 6: plants, evolution, species, plant, organisms, life, natural, botanical, evolutionary, scientific
topic 7: shark, species, sharks, long, fin, fins, small, females, large, dorsal
topic 8: war, military, british, world, units, forces, force, army, training, soldiers
topic 9: women, men, children, woman, female, work, sex, child, gender, male
topic 10: roman, rome, constantine, pope, emperor, philip, italian, cardinal, coins, italy
topic 11: season, series, episodes, episode, television, cast, second, viewers, finale, network
topic 12: carey, christmas, mariah, album, holiday, santa, remix, song, felt, bye
topic 13: canada, canadian, montreal, alberta, toronto, ontario, quebec, government, province, williams
topic 14: byzantine, emperor, armenian, ottoman, army, constantinople, bulgarian, byzantines, city, arab
topic 15: breed, dog, dogs, breeds, white, sheep, coat, cat, cats, known
topic 16: mountain, ice, volcano, volcanic, summit, years, lava, activity, mount, eruption
topic 17: formula, frequency, circuit, power, resistance, voltage, line, negative, current, filter
topic 18: tour, concert, stage, live, performance, shows, performed, audience, performances, set
topic 19: water, lake, species, area, fish, areas, years, found, large, rivers
topic 20: team, stadium, sports, players, teams, football, game, league, games, club",1
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-260/2972,"topic 1: roman, rome, constantine, pope, emperor, philip, italian, cardinal, coins, italy
topic 2: class, locomotives, locomotive, railway, steam, railways, built, gauge, train, passenger
topic 3: clark, clarke, oliver, season, daniels, superman, ford, indiana, burns, series
topic 4: match, runs, cricket, england, wickets, scored, test, matches, played, series
topic 5: line, train, service, rail, trains, system, lines, stations, speed, cars
topic 6: emperor, han, dynasty, chinese, song, court, china, bce, capital, imperial
topic 7: american, native, missouri, west, railroad, minnesota, miles, river, illinois, fort
topic 8: game, games, development, team, video, released, halo, project, release, players
topic 9: breed, dog, dogs, breeds, white, sheep, coat, cat, cats, known
topic 10: women, men, children, woman, female, work, sex, child, gender, male
topic 11: radio, computer, digital, machine, use, system, technology, software, station, stations
topic 12: units, system, names, unit, metric, mass, kilogram, use, measure, defined
topic 13: king, royal, kingdom, reign, kings, son, death, throne, died, century
topic 14: album, band, music, songs, rock, release, released, record, sound, track
topic 15: creek, watershed, feet, miles, trout, mouth, second, stream, tributary, percent
topic 16: ships, fleet, battle, german, admiral, british, fire, cruisers, cruiser, ordered
topic 17: later, life, years, time, born, career, year, school, early, family
topic 18: oil, production, industry, trade, workers, pipeline, mining, coal, factory, began
topic 19: spears, cyrus, swift, britney, video, pop, music, best, time, ending
topic 20: tropical, storm, depression, hurricane, system, convection, low, utc, mph, september",1
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-260/2972,"topic 1: game, series, characters, japan, games, battle, japanese, released, character, original
topic 2: tropical, depression, storm, hurricane, season, september, august, july, storms, formed
topic 3: ship, fleet, guns, war, ships, italian, service, tons, torpedo, squadron
topic 4: season, series, episodes, episode, television, cast, second, viewers, finale, network
topic 5: episode, series, season, million, viewers, house, television, mitchell, scene, rating
topic 6: match, event, impact, joe, team, angle, episode, styles, championship, abyss
topic 7: poem, poems, poetry, poet, published, lines, works, written, work, love
topic 8: lap, race, second, lead, laps, position, later, edwards, pit, points
topic 9: century, text, known, according, written, early, later, modern, scholars, manuscript
topic 10: soviet, party, communist, soviet_union, economic, revolution, political, leadership, state, congress
topic 11: japanese, chinese, china, japan, korean, asian, hong_kong, south_korea, korea, tokyo
topic 12: bach, movement, movements, text, major, bass, music, composed, second, work
topic 13: doctor, episode, series, amy, rose, gwen, time, tardis, bbc, davies
topic 14: force, light, newton, motion, surface, field, forces, energy, angle, speed
topic 15: food, wine, meat, beer, chicken, cheese, bacon, cooking, dishes, served
topic 16: dance, dancing, kelly, dancers, ballet, music, entertainment, dancer, style, floor
topic 17: ship, guns, inch, inches, feet, gun, armour, war, russian, long
topic 18: baseball, season, team, league, manager, games, career, played, game, players
topic 19: film, million, released, release, opening, weekend, highest, movie, role, grossing
topic 20: creek, watershed, feet, miles, trout, mouth, second, stream, tributary, percent",1
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-280/2972,"topic 1: hurricane, storm, winds, mph, september, damage, tropical, august, cyclone, category
topic 2: species, body, like, water, animals, fossils, fossil, million, form, known
topic 3: wine, salt, beer, production, produced, alcohol, tea, farm, cattle, sheep
topic 4: bach, movement, movements, music, text, major, bass, work, composed, second
topic 5: allen, british, boston, militia, concord, men, lexington, bridge, colonial, fire
topic 6: film, films, director, production, movie, released, directed, cinema, work, hollywood
topic 7: memorial, war, statue, monument, sculpture, memorials, fountain, design, ceremony, bronze
topic 8: park, area, land, site, festival, opened, visitors, located, year, acres
topic 9: language, english, languages, word, words, use, speakers, spoken, system, written
topic 10: new_york, washington, american, new_york_city, united_states, new_jersey, pennsylvania, philadelphia, virginia, maryland
topic 11: song, songs, version, music, single, love, lyrics, performed, recorded, live
topic 12: season, series, episodes, episode, television, cast, second, viewers, characters, finale
topic 13: art, painting, work, artists, artist, paintings, works, painted, portrait, figures
topic 14: military, war, forces, operations, afghanistan, iraq, force, weapons, special, support
topic 15: regiment, brigade, attack, fire, men, gun, turkish, machine, day, wounded
topic 16: party, election, minister, government, labour, leader, prime, parliament, leadership, political
topic 17: henry, king, lord, england, earl, english, sir, edward, james, royal
topic 18: california, johnson, oregon, moore, jones, portland, san_francisco, arizona, san_diego, los_angeles
topic 19: aircraft, fighter, pilot, squadron, flying, air, shot, war, victories, pilots
topic 20: brigade, division, unit, units, war, combat, headquarters, corps, support, training",1
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-280/2972,"topic 1: guitar, game, hero, songs, games, players, series, band, music, song
topic 2: members, organization, national, group, program, organizations, member, society, membership, local
topic 3: team, season, basketball, big, points, game, high, michigan, year, conference
topic 4: carey, song, mariah, album, remix, honey, felt, release, chart, live
topic 5: president, bush, clinton, paul, white_house, presidential, obama, reagan, administration, gore
topic 6: children, brain, speech, communication, language, use, words, age, blind, eye
topic 7: pressure, gas, cylinder, cylinders, diving, oxygen, dive, breathing, air, valve
topic 8: comic, comics, issue, stories, published, magazine, strip, issues, story, book
topic 9: fight, round, martin, robinson, hughes, boxing, title, champion, fighting, poker
topic 10: album, drake, mars, hop, hip, jay-z, released, featuring, single, sample
topic 11: stone, site, found, roman, tomb, pyramid, century, cave, structure, stones
topic 12: persian, greek, alexander, greece, fleet, athens, philip, greeks, battle, allies
topic 13: court, trial, case, judge, charges, evidence, attorney, legal, guilty, investigation
topic 14: ship, guns, inches, inch, gun, long, feet, deck, tons, class
topic 15: police, rights, government, people, strike, protests, protest, protesters, violence, workers
topic 16: ottoman, croatia, romanian, croatian, serbian, romania, yugoslavia, serbia, bulgarian, ottomans
topic 17: star, trek, series, character, voyager, episode, wars, original, crew, space
topic 18: game, nintendo, games, mario, series, released, player, japan, super, best
topic 19: brigade, division, unit, units, war, combat, headquarters, corps, support, training
topic 20: women, gay, men, sex, woman, sexual, female, children, male, gender",1
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-280/2972,"topic 1: german, war, hitler, germany, jewish, jews, nazi, berlin, holocaust, world
topic 2: species, body, like, water, animals, fossils, fossil, million, form, known
topic 3: season, baseball, team, league, games, played, manager, career, game, indians
topic 4: election, vote, council, elected, elections, votes, members, candidates, candidate, party
topic 5: ship, guns, fleet, war, ships, service, italian, tons, torpedo, cruiser
topic 6: water, dam, oil, construction, pipeline, project, power, waste, feet, site
topic 7: india, temple, indian, hindu, goddess, day, people, bombay, buddhist, madras
topic 8: brown, rihanna, girl, loud, love, bow, bad, world, turn, stupid
topic 9: henry, king, lord, england, earl, english, sir, edward, james, royal
topic 10: match, runs, cricket, england, test, scored, wickets, matches, team, season
topic 11: castle, century, built, castles, tower, bailey, walls, stone, south, wall
topic 12: hungary, king, stephen, charles, andrew, hungarian, duke, son, louis, according
topic 13: police, murder, death, said, found, case, body, evidence, told, victims
topic 14: street, chicago, city, illinois, district, avenue, area, historic, neighborhood, streets
topic 15: album, drake, mars, hop, hip, jay-z, released, featuring, single, sample
topic 16: british, fort, american, general, men, troops, militia, howe, washington, americans
topic 17: usher, dvd, music, video, single, released, live, release, remix, track
topic 18: county, population, district, area, located, community, school, average, age, miles
topic 19: match, event, impact, team, joe, angle, episode, styles, championship, tag
topic 20: tropical, storm, hurricane, depression, season, september, storms, damage, october, august",0
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-280/2972,"topic 1: court, law, amendment, state, act, case, federal, supreme_court, justice, united_states
topic 2: military, war, forces, operations, afghanistan, iraq, force, weapons, special, support
topic 3: ice, volcano, volcanic, lava, eruption, activity, years, flows, summit, ago
topic 4: mountain, miles, trail, feet, pass, summit, mountains, path, mount, west
topic 5: storm, tropical, hurricane, winds, system, low, september, mph, cyclone, convection
topic 6: canada, canadian, ontario, montreal, alberta, provincial, province, toronto, quebec, government
topic 7: game, player, players, version, gameplay, new, released, mode, characters, playstation
topic 8: character, relationship, susan, storyline, paul, mercedes, later, mark, neighbours, tells
topic 9: london, british, england, britain, wales, sir, english, centre, war, welsh
topic 10: light, units, system, newton, mass, unit, metric, watson, measure, kilogram
topic 11: force, motion, bike, wheel, forces, angle, speed, bicycle, formula, mass
topic 12: chinese, china, japanese, japan, korean, asian, singapore, hong_kong, south_korea, south
topic 13: california, johnson, oregon, moore, jones, portland, san_francisco, arizona, san_diego, los_angeles
topic 14: game, tech, yard, line, yards, bowl, season, ball, pass, play
topic 15: man, halo, lucas, mega, series, robot, avatar, cobra, master, doom
topic 16: power, frequency, formula, circuit, voltage, resistance, line, current, electrical, negative
topic 17: soviet, party, soviet_union, communist, cuba, leadership, congress, secretary, cuban, chairman
topic 18: season, series, episodes, episode, television, cast, second, viewers, characters, finale
topic 19: wall, built, mosque, walls, palace, hall, monastery, located, main, complex
topic 20: highway, route, road, state, north, east, south, west, miles, intersection",0
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-280/2972,"topic 1: series, manga, released, anime, japanese, characters, volume, japan, volumes, published
topic 2: star, trek, series, character, voyager, episode, wars, original, crew, space
topic 3: gun, guns, fort, artillery, war, england, battery, france, defences, garrison
topic 4: album, drake, mars, hop, hip, jay-z, released, featuring, single, sample
topic 5: line, rail, train, service, system, trains, stations, station, lines, speed
topic 6: highway, north, state, michigan, road, east, runs, street, near, south
topic 7: euro, coins, banks, note, notes, currency, series, issued, value, coin
topic 8: family, father, life, years, later, time, death, mother, children, wife
topic 9: clark, season, dean, angel, character, sam, connor, episode, stargate, series
topic 10: team, season, basketball, big, points, game, high, michigan, year, conference
topic 11: album, recorded, recording, songs, blues, guitar, released, band, record, live
topic 12: song, album, track, love, single, music, number, release, chart, released
topic 13: film, films, director, production, movie, released, directed, cinema, work, hollywood
topic 14: county, population, district, area, located, community, school, average, age, miles
topic 15: ship, guns, inches, inch, gun, long, feet, deck, tons, class
topic 16: storm, tropical, hurricane, winds, system, low, september, mph, cyclone, convection
topic 17: people, damage, storm, million, flooding, hurricane, damaged, areas, homes, destroyed
topic 18: gaga, born, way, monster, lady_gaga, ball, fame, dance, bad, romance
topic 19: game, player, games, video, graphics, gameplay, arcade, released, version, players
topic 20: boat, submarine, british, boats, sank, war, german, patrol, ship, sunk",1
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-300/2972,"topic 1: london, british, england, wales, ireland, welsh, english, britain, irish, dublin
topic 2: chicago, illinois, ohio, wilson, minnesota, minneapolis, city, riley, cleveland, indiana
topic 3: story, cole, max, series, lynch, adventure, book, character, adventures, sam
topic 4: october, november, january, july, december, september, april, time, march, august
topic 5: game, player, games, graphics, video, gameplay, released, players, version, praised
topic 6: life, world, like, man, described, time, work, way, themes, theme
topic 7: cyrus, swift, doll, ending, week, country, dolls, best, hot, pop
topic 8: music, soundtrack, album, game, tracks, released, original, series, composed, final_fantasy
topic 9: spears, britney, baby, circus, pop, time, video, music, dance, toxic
topic 10: red, blue, green, white, color, black, yellow, flag, light, orange
topic 11: brown, rihanna, girl, loud, bow, world, umbrella, number, bad, rude
topic 12: games, game, video, halo, series, released, mortal, development, developed, genre
topic 13: match, raw, wwe, triple, smackdown, edge, episode, defeated, championship, title
topic 14: hurricane, storm, winds, mph, september, tropical, damage, august, cyclone, category
topic 15: political, speech, anti, public, freedom, rights, right, american, free, war
topic 16: police, drug, members, killed, crime, group, bomb, criminal, kill, attack
topic 17: said, stated, report, public, claimed, decision, reported, asked, later, issue
topic 18: hungary, ottoman, hungarian, bulgarian, andrew, king, stephen, according, bulgaria, son
topic 19: government, police, said, people, rights, protests, human, protesters, violence, protest
topic 20: new, age, movement, group, world, term, groups, society, religious, religion",0
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-300/2972,"topic 1: prison, strike, prisoners, workers, labor, roosevelt, union, escape, inmates, eleanor
topic 2: castle, century, built, castles, tower, bailey, stone, walls, south, site
topic 3: film, million, released, release, opening, highest, weekend, grossing, movie, production
topic 4: blues, song, recorded, album, songs, music, recording, jazz, morrison, country
topic 5: queen, kim, cameron, prince, emma, beast, wolf, tyler, guest, graham
topic 6: temple, site, roman, found, pyramid, tomb, century, cave, ancient, stone
topic 7: poem, poems, poetry, poet, lines, written, ode, line, poetic, verse
topic 8: british, london, sir, england, later, war, lord, britain, work, years
topic 9: church, cathedral, chapel, glass, window, parish, built, windows, organ, new
topic 10: games, olympic, olympics, athletes, events, winter, sports, sport, summer, track
topic 11: brigade, unit, war, operations, forces, support, training, units, combat, operation
topic 12: division, german, divisions, units, infantry, corps, 1st, forces, war, command
topic 13: euro, coins, notes, currency, note, issued, silver, series, value, coin
topic 14: episode, series, season, jake, episodes, nickelodeon, dvd, finn, character, voice
topic 15: film, million, tamil, release, telugu, released, role, song, box, soundtrack
topic 16: aircraft, air, flight, radar, system, missiles, missile, weapons, ground, systems
topic 17: film, role, actor, played, starred, appeared, performance, acting, career, comedy
topic 18: said, stated, report, public, claimed, decision, reported, asked, later, issue
topic 19: house, land, property, farm, town, family, local, estate, built, area
topic 20: song, number, video, single, chart, music, performed, weeks, week, peaked",1
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-300/2972,"topic 1: formula, function, space, matrix, number, linear, example, numbers, functions, called
topic 2: species, found, males, females, eggs, female, male, habitat, known, populations
topic 3: liquid, phase, metals, crystal, group, metal, elements, electron, crystals, form
topic 4: speed, bike, wheel, angle, bicycle, contact, forces, force, surface, motorcycle
topic 5: government, police, said, people, rights, protests, human, protesters, violence, protest
topic 6: ship, guns, inch, gun, long, inches, tons, ships, russian, feet
topic 7: mulder, scully, episode, series, season, man, carter, alien, files, episodes
topic 8: jackson, williams, michael_jackson, song, music, world, thriller, album, don, version
topic 9: language, english, languages, word, words, use, speakers, meaning, form, system
topic 10: said, like, time, people, good, way, saying, going, think, don
topic 11: regiment, brigade, attack, men, fire, wounded, day, gun, machine, line
topic 12: michael, office, dwight, jim, pam, ryan, episode, steve_carell, andy, nbc
topic 13: peter, fringe, walter, olivia, universe, parallel, season, science, fox, episodes
topic 14: film, role, actor, played, starred, appeared, performance, acting, career, comedy
topic 15: highway, route, road, state, north, east, terminus, intersection, south, highways
topic 16: brain, children, communication, consciousness, use, language, speech, words, age, attention
topic 17: shark, species, fin, long, fins, sharks, small, dorsal, females, ray
topic 18: rock, music, metal, bands, band, early, genre, psychedelic, sound, folk
topic 19: church, century, north, south, chancel, west, 19th, building, nave, medieval
topic 20: newspaper, paper, editor, news, magazine, published, press, newspapers, journalist, publication",1
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-300/2972,"topic 1: station, services, line, trains, platform, railway, platforms, bristol, service, london
topic 2: red, blue, green, white, color, black, yellow, flag, light, orange
topic 3: film, films, production, director, released, directed, release, movie, shot, scenes
topic 4: german, war, hitler, germany, nazi, berlin, jews, world, holocaust, camp
topic 5: game, nintendo, mario, games, series, player, super, released, man, link
topic 6: music, musical, orchestra, piece, major, work, composer, theme, minor, classical
topic 7: trial, court, case, charges, prison, guilty, judge, evidence, years, jury
topic 8: singapore, law, article, public, constitution, parliament, minister, right, judicial, malaysia
topic 9: california, state, utah, arizona, route, san_diego, trail, nevada, san_francisco, near
topic 10: trade, british, colonial, population, region, portuguese, established, century, people, territory
topic 11: poem, poems, poetry, poet, lines, written, ode, line, poetic, verse
topic 12: album, number, released, chart, songs, release, copies, single, music, billboard
topic 13: line, trains, rail, service, oslo, speed, train, station, new, railway
topic 14: brown, rihanna, girl, loud, bow, world, umbrella, number, bad, rude
topic 15: queen, kim, cameron, prince, emma, beast, wolf, tyler, guest, graham
topic 16: euro, coins, notes, currency, note, issued, silver, series, value, coin
topic 17: inch, guns, inches, armour, feet, class, fire, ships, gun, turret
topic 18: film, disney, animated, animation, story, characters, studio, released, release, production
topic 19: regiment, brigade, attack, men, fire, wounded, day, gun, machine, line
topic 20: wine, tea, production, region, wool, produced, century, sheep, variety, cotton",0
